S.NO,tweet,sentiment
302,joebudden call korean chine similar call ukrainian russian salvadoran puerto rican fo httpstco0wbepf2fzl,neutral
303,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcodjcb1mxoj9,neutral
304,httpstcoqm3t8vekof anoth friend mine wrote poetri book racism covid free kin httpstcomsmdjntk4k,neutral
305,jon stewart say racism ultim whitepeopl problem appl news spotlight httpstconfkfikl10b httpstcor8o20lgvig,neutral
306,jussi smollett innoc reason tri found guilti whitesupremaci anyon httpstcoyb5a7nho0b,neutral
307,sat jul 25 2020 seattl washington polic pepper spray man hold bike watch httpstcocnxx9jr8zh httpstcocbico3mcq,neutral
308,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcofa75lcw3pq,neutral
309,harvey cahn brilliant artist whose work alway dig deserv love give prop check httpstcohea7qhz7gv,neutral
310,un biafra abondan still ignor till today aspect igbolivesmatt blacklivesmatt,neutral
311,state michigan trade 68 million democrat republ congo yet 26 year old patrick l httpstcoamfmcscybi,neutral
312,elmercc3 caseycorbin8 realnurs diddi wallymax850 notic pictur free troll evad question h httpstco2idg7q2wjc,neutral
313,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcogmovq1dujj,neutral
314,ksorb yep trump right far fking right far right bend road like straight line httpstcooligv2tzcn,neutral
315,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcoy9sqx1wm6,neutral
316,patrick lyoya 26 year old young man democrat republ congo congoles shot back hi httpstco59vapcynu4,neutral
317,michstatepolic ltgovgilchrist cnnnewsroom keenansmithwx fox17 blacklivesmatt civilright blacktwitt httpstcoeixktq6lv5,neutral
318,time defundthewarrentonpolic blacklivesmatt,neutral
319,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcol1v9lt2tpf,neutral
320,boycott marriott foxnew berniesand marriott hotel blacklivesmatt lbgtq commun httpstcoqadyabxghp,neutral
321,jeremiahtv seek church confirm blacklivesmatt proud support 74 week activ resi httpstcond76n06q5h,neutral
322,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcotfsmqrmmba,neutral
323,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcoieqbv4z9oy,neutral
324,usambun part problem discount black live usambun ukrain white citizen get httpstcog82pekeput,neutral
325,10th april 2022 sayhernam breonnataylor justiceforbreonnataylor justiceforbreonna blacklivesmatt httpstcol5w4ohxmco,neutral
326,wake spread love jamilhonesti x krazyfingaz feat rell click link httpstcolb0gtlzkzd fist httpstconcjsrdionz,neutral
327,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop nft nft art httpstcobskw9j2gn6,neutral
328,good morn amp happi sunday friendli remind blacklivesmatt httpstcoffh6ap3n9h,neutral
329,ding ding ding ding ding amp ding ding ding amp ding ding ding ding pennstat blacklivesmatt justiceforal,neutral
330,interview inmat 73046 sundaythought sundaymorn sundayvib blacklivesmatt jail httpstcotizfa1iizh,neutral
331,lesdoggg thank highlight law abid hardwork black woman smhblacklivesmatt wecandobettrr,neutral
332,dem support riot death church burn blacklivesmatt antifa caus httpstcotekifo1vz,neutral
333,look fastpac thriller littl bit romanc pick seventh novel avail amazon httpstcoie6ysz4unj,neutral
334,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcolomr8vvlhx,neutral
335,jojofromjerz june 1st 2020 fascism openli reveal lafayettesquar still piss httpstcoyq4sag1zt1,neutral
336,brownunivers brownsociolog swearercent pubstori tompharvard jmlude gwaynemil jseelybrown httpstcoqzbmh7ywv,neutral
337,never wit reaction walk freedom corner go intersect sign httpstcooncbjb7ey8,neutral
338,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcoceguakua2g,neutral
339,50 latest book explor confluenc race class mix methodolog archaeolog httpstcoqpkhosyk4g,neutral
340,good morn america enough endpolicebrut standupagainstrac blacklivesmatt blm httpstcofttcoowinu,neutral
341,time defundthewabanpolic blacklivesmatt,neutral
342,secblinken fun facta big reason biden blinken tri nayibbukel assassin httpstcofgpsydfss9,neutral
343,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcognpwhyum77,neutral
344,yassin moham blacklivesmatt,neutral
345,black woman nearli 3x like die childbirth white counterpart mani death httpstcoptcbdqqvuj,neutral
346,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcoz8zkwshvhp,neutral
347,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcoyrczhvvfwb,neutral
348,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcovr3x5fnvih,neutral
349,get justic cuz gone nomor vega promis fuck la vega polic omm httpstcoacrtzzjfwf,neutral
350,fri may 29 2020 atlanta georgia offic bodi slam woman onto ground watch httpstcobua4pux83k httpstcohyuzqckie,neutral
351,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcow3lxugi3bw,neutral
352,blacklivesmatt africansinukrain bring awar racism even time war what happen ukrain httpstcogddxypafgc,neutral
353,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcod5ravzx2rd,neutral
354,peopl see activ freedom corner preach one assum full httpstco0ulum2dh3m,neutral
355,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstco7r8ttn6b7g,neutral
356,immigr see ontario land opportun one author studi system rac httpstcojup2t4betj,neutral
357,freddi carlo gray jr saytheirnam blacklivesmatt,neutral
358,mercedesbenzusa jonrahmpga themast continu oper alabama hate person state httpstcoghakbb7b5h,neutral
359,oprah jealou corrupt medium mogul moral compass final apolog mr katherin jackson httpstcopq3cofwnb,neutral
360,operationdudula putsouthaficansfirst blacklivesmatt sa peopl like udf fight aparth httpstcoyirzr1xgvu,neutral
361,thehil potu vp speakerpelosi theblackcaucu repair damag countri inflict still infli httpstco1denjmwsej,neutral
362,defund clio polic blacklivesmatt defundthepolic,neutral
363,20 year later 97 bp 236 former employe zambia die without paid pension httpstcokjz1op2tpd,neutral
364,kylegriffin1 potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstcouoib7mu8gn,neutral
365,saveoctob help she real danger life line blacklivesmatt httpstcohz0lmizeo4,neutral
366,mmpadellan oprah potu vp speakerpelosi theblackcaucu repair damag countri inflict stil httpstcomkpfq898yg,neutral
367,black human struggl blacklivesmatt far like servic support black histori black httpstcomiytlrjt0x,neutral
368,thehil potu vp speakerpelosi theblackcaucu repair damag countri inflict still infli httpstco1gfr5wkhwc,neutral
369,crownedasesth purchas dare think could demand fealti white supremaci httpstcooubsx2j43d,neutral
370,emant ej fitzgerald bradford jr blacklivesmatt,neutral
371,election2022 thesajidakhan 4da alysacisnero chavezformayor let go yaaaaaasss beanzandtuna expect nft httpstcoqjuli0jll5,neutral
372,elda1971 support riot 2020 blacklivesmatt anifa attack white hous may30th 2020 httpstcoxqmayjyuxm,neutral
373,sundayvib blacklivesmatt sundaythought queen soul miss aretha franklin blow away rod stewart httpstcoi6pr1qmop,neutral
374,ding ding ding ding ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,neutral
375,caudillonuclear love pictur 2016 blacklivesmatt protest httpstco8kie4wmvkh,neutral
376,polic bulli intimid polic need stop believ anyth like without httpstcoxtefzxfsql,neutral
377,weapon privileg save black bodi blm blacklivesmatt universityofiowa capcut univers iow httpstconjbo7f8egn,neutral
378,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop nft nft art httpstcodcws3pregr,neutral
379,blacklivesmatt blacktwitt 1979 white florida highway patrolman sexual attack black child pa httpstcotookyuu3hj,neutral
380,harvey weinstein roman polanski kevin spacey still oscar academi tread thin ice award httpstco44srgk4uqc,neutral
381,big educ ape week newblackman exil blm blacklivesmatt httpstcomh8rdjlawf httpstcofufdtnaixo,neutral
382,100 movement blm riot groom child school would never happen httpstcoejaueihlsn,neutral
383,cancel art cancel live save cancel art becom killer willsmithchrisrock httpstcov2f50csprk,neutral
384,powerusaid hrw amnesti white man might make right way win fight blacklivesmatt nomor,neutral
385,problem hypocrisi actual enjoy get habit routin hypocrit httpstcob3barot9vh,neutral
386,garnettgenui parti need damag garnett andrewsch pierrepoilievr conspir httpstco5rewa3enmc,neutral
387,philando castil blacklivesmatt,neutral
388,mmpadellan potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstcolsekpbaymi,neutral
389,kylegriffin1 potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstcou56fmarbru,neutral
390,look fastpac thriller littl bit romanc pick seventh novel avail amazon httpstcoadtph8iyz0,neutral
391,fact support blacklivesmatt also joe biden amp kamala harri support activ lock httpstcokm29o6zno,neutral
392,psychic healer spiritcommun read realpsych answer advic truth selfcar longisland httpstcok9qztsdck,neutral
393,fri aug 14 2020 dc washington dc individu pepper spray film watch httpstco7rcadkdyoc httpstcorx09xcls9d,neutral
394,natali allison potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstcoe44s9vmnsb,neutral
395,noth like talk shit nft lose follow record nft trash httpstcociq3p0ghqn,neutral
396,occupydemocrat potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstco1v05qhdo50,neutral
397,9 day sinc freedom corner cold weather amp bout w depress affect desir httpstcoljkz2hm38x,neutral
398,4176375323 greenfield high school missouri call support kim morrison get job back httpstco9ftseyggcl,neutral
399,f blm lie blm dont believ blm believ put top member bank httpstcobmnphazugb,neutral
400,im sure god go say throw u hell worst thing expect hypoc httpstcoyxydboukti,neutral
401,michigan state hous help free shukur brown sign petit httpstcolekdpnonmw via chang httpstco6ofmkbizwk,neutral
402,mani room hous wall differ color white blue wall go fuck blacklivesmatt,neutral
403,rncresearch gop republican continu attack black woman lash whomev desp httpstcogw2og7vrxm,neutral
404,sneakyb87619987 ididdog man non black person use n word blacklivesmatt blacktwitt racism httpstcosawwkkl9d9,neutral
405,time defundthebastroppolic blacklivesmatt,neutral
406,blacklivesmatt blackhistori blacktwitt historymiami fire lead caus death black child httpstcof5vhyqocy3,neutral
407,victor white iii blacklivesmatt,neutral
408,noth like talk shit nft lose follow record nft trash httpstcoyjflnro7fj,neutral
409,rondesantisfl predict lead violent riot son trump hint prove success stop threat ro httpstco9fkok4zshn,neutral
410,guy ever wonder blacklivesmatt kill usual happen democrat led state counti citi,neutral
411,join u april 16 11am read name emancip 160 year ago wash dc lead way httpstco6nnhh65bmd,neutral
412,blacktwitt blacklivesmatt blackhistori historymiami myflorida miami riot 1980 listen stori httpstco2wcoibbag,neutral
413,ironi incompet usa democraci took long appoint first black woman suprem court judg httpstcov14zsajvg4,neutral
414,ding ding ding ding ding ding amp ding ding ding ding pennstat blacklivesmatt justiceforal,neutral
415,blacktwitt blacklivesmatt blackhistori historymiami earli settler lemon citi littl haiti listen httpstco10agkz84pn,neutral
416,americanstyl freedom power warn sovereign state defi u hegemoni shame america httpstcov4ejpbe0s2,neutral
417,blacktwitt blacklivesmatt blackhistori myflorida historymiami listen stori black miami httpstcokfngiimdnj,neutral
418,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcoajs5douwy5,neutral
419,blacklivesmatt socialistsunday toryscum torycorrupt peopl treat peopl le human mu httpstcodnmfsfzm60,neutral
420,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop nft nft art httpstcojzxfqaunlm,neutral
421,blacktwitt blacklivesmatt myflorida historymiami miamiherald blackhistori blackhistorymonth pirat httpstcochlfoddkjl,neutral
422,good morn grand rise happi sunday amp make great stay safe godisgood stillwearingamask blacklivesmatt,neutral
423,lmoonkitti 2013 three radic black organ alicia garza patriss cullor opal tometi creat httpstco8q1qz3lef,neutral
424,nhlanhla lux work may spirit former warrior went u awaken quicken protect httpstcox7fngxdatu,neutral
425,nypost terrorist arraign headlin fix outrag silenc therev tiffani caban httpstcoxcott6dn,neutral
426,thomaswhushu nbcnew ronaldo44591878 mlz1917 come boo blacklivesmatt union powertothepeopl httpstcox1vurkocrg,neutral
427,happen sinc attack almost never fit narr leftist mediait mo httpstcojlzzhuwhxt,neutral
428,larri jackson jr blacklivesmatt,neutral
429,everi one hypocrit evildo everi mouth speaketh folli anger turn httpstco3hublxvbji,neutral
430,blacktwitt blacklivesmatt blackhistori florida slum earli color town listen stori blac httpstcokl6brr8uea,neutral
431,law enforc u constant wip doubt shame org use fear allblack httpstcovt85yrbpc7,neutral
432,import post share oscar oscars2022 oscarsclip oscarssowhit hatti httpstcotpff0tgoym,neutral
433,attempt ban book unit state surg 2021most target book black httpstco8x0j3x4mua,neutral
434,day 46 kharkiv attack russian jet artilleri httpstcoul9ak8qc4l holocaustmemorialday mlk httpstcoseqo08sasv,neutral
435,russiaukrain war know day 46 invas httpstcoynm00yl0jh holocaustmemorialday mlk httpstcoor13pecefc,neutral
436,world dark light world seek silenc oppress persecut voic httpstco24ekdac0z4,neutral
437,132 tortur bodi found makariv httpstcohtwdkbitn holocaustmemorialday mlk grenfelltow httpstcomseray4tyb,neutral
438,russian blood pour ground putin ukrain httpstco5kebuw4j8v holocaustmemorialday httpstcoboll39ff60,neutral
439,mon jun 01 2020 new york citi new york alleg looter pull car beaten watch httpstcol7tvvxlgui httpstcozufbswa9gq,neutral
